porosity,k_pnm,q_pnm,k_edm,q_edm,radius_pore_avg,radius_pore_std,radius_throat_avg,radius_throat_std,length_throat_avg,length_throat_std,connection_n_avg,connection_n_std
0.3485050235046998,1.8571763564553366e-13,1.6652952470869673e-08,2.321703346353002e-13,2.081827896628483e-08,1.5668788783441575e-05,4.721566039677451e-06,7.852389551640477e-06,2.5524881144834042e-06,0.0001647244863900549,0.00010763475741840994,6.595703125,6.16050147405755
0.34875420819401504,1.5600924642670433e-10,8.731819072875208e-05,9.037173219817005e-11,5.0580951637856204e-05,0.00020911361925669386,7.314098015961304e-05,0.00016395501251538724,7.443036709806087e-05,0.00040232852685718925,0.0002477582707248657,4.506666666666667,1.9226601941638628
0.2093095559940685,5.60873375134681e-13,2.3831705419246697e-07,5.063960475470359e-13,2.1516944760863147e-07,7.267806965372201e-05,1.7762672094488533e-05,3.184406619439429e-05,1.1065780000314803e-05,0.000541768701656577,0.0003200050243410963,3.8185975609756095,2.853488747684977
0.21153021139844486,3.6399515081517625e-11,4.971951676737976e-05,1.8130979620004927e-11,2.4765811940269136e-05,0.00034359445248011324,0.00010674915115420846,0.00022553227692081933,0.00010119782915070304,0.0008552903272493043,0.0004981389592528571,3.1880819366852884,1.614646489375111
0.2833341732211131,2.3699734319317283e-11,2.594509109040644e-05,2.210120288289748e-11,2.419511182186312e-05,0.00020641069218883533,6.014605847880281e-05,0.00010570654839741723,3.9592772036940064e-05,0.001227289801011951,0.0007658858548544276,4.572769953051643,3.616356988360828
0.18992701685369595,4.8784781792031904e-12,6.030478955301326e-06,3.2397545099416612e-12,4.004788107043825e-06,0.00023574768981502944,6.322711099099924e-05,0.00012138973544637371,4.902194040241876e-05,0.0010357063408931706,0.0006144163433653122,3.148684210526316,1.9194978387350652
0.2072530438762589,5.917717898497132e-13,2.093373943338707e-07,5.140484419689443e-13,1.8184300645776532e-07,6.331234897691805e-05,1.7056316020590546e-05,3.0541486404167186e-05,1.1182204591222213e-05,0.0003724208441347563,0.0002278897076319381,3.6194926568758334,2.60546703828628
0.15191122758778958,9.512659770893884e-14,6.711457472419193e-08,1.1211720594984742e-14,7.910194181034577e-09,0.00016015755988530006,4.882844193146789e-05,9.520927595287222e-05,4.127647494849738e-05,0.00044797013216508515,0.0002461873192692629,2.855670103092784,1.4689666568490771
0.1672783706802285,6.877541526384403e-12,1.0498017452492173e-05,1.9554095234005035e-12,2.984776351357002e-06,0.0003704758468572772,0.0001138459677423479,0.00022723624929894102,0.00010496153809062494,0.0009353088026326547,0.0005379503029501204,2.7806788511749345,1.4840993818449
0.1789998598969964,2.8194346975151132e-12,4.256818691361205e-06,2.215158942177979e-12,3.3444754005864293e-06,0.00023927154188238087,5.599808870882181e-05,9.452339156022076e-05,2.8257875749631427e-05,0.0023951323030402018,0.001479618552865983,3.5924276169265035,2.67647270365347
